datetime,geocity,temperature,amount,currency
2018-08-25T19:24:22Z,Turangi,2,33,NZD
2021-01-13T12:36:28Z,Chicama,3,68,PEN
2019-06-02T01:59:52Z,Wasior,5,41,IDR
2016-11-02T14:52:10Z,Athens,2,41,EUR
2018-05-31T08:56:52Z,Lombog,6,32,PHP
2020-04-05T06:54:13Z,Whittlesea,6,23,ZAR
2015-10-19T23:02:59Z,Eira Nova,7,59,EUR
2018-08-14T05:02:38Z,Grand Bank,2,74,CAD
2021-05-27T22:58:09Z,Loma Bonita,0,91,MXN
2017-06-09T11:19:47Z,Wulongshan,2,92,CNY
2020-07-19T04:48:06Z,Zhuangshi,6,59,CNY
2020-05-30T19:13:18Z,Kegeyli Shahar,2,27,UZS
2021-02-17T23:56:15Z,Sinjhoro,9,01,PKR
2018-12-23T07:49:20Z,Tianzhou,1,14,CNY
2017-08-06T23:44:40Z,Houzhai,4,09,CNY
2021-05-02T22:42:22Z,Xuefeng,7,58,CNY
2021-05-02T11:56:35Z,Sukumo,0,69,JPY
2014-11-16T16:39:52Z,Pamoyanan,9,23,IDR
2020-08-07T03:25:18Z,Adirejo,0,36,IDR
2015-04-19T02:33:59Z,Stříbro,2,92,CZK
2016-07-15T15:34:04Z,Orlando,2,23,USD
2017-09-21T20:41:09Z,Digkilaan,4,77,PHP
2018-03-24T00:02:57Z,Čejkovice,2,84,CZK
2015-04-04T14:58:25Z,Turku,9,56,EUR
2020-01-27T00:25:07Z,Pueblo Nuevo,4,82,PEN
2020-07-02T14:03:20Z,Timba Timuk,5,90,IDR
2019-12-11T08:55:41Z,Rzepiennik Strzyżewski,4,53,PLN
2021-02-01T16:19:09Z,Kokshetau,7,15,KZT
2020-02-11T02:01:02Z,Petrovskiy,2,29,RUB
2016-07-12T07:35:09Z,Handaqi,3,43,CNY
2021-01-31T13:23:08Z,Parada de Pinhão,3,49,EUR
2016-09-17T13:18:03Z,Buganda,4,31,BIF
2019-07-09T07:06:16Z,Berlin,3,68,SEK
2019-02-18T23:51:51Z,Salvacion,1,72,PHP
2019-06-29T02:48:20Z,Lanxi,9,12,CNY
2014-10-10T20:38:27Z,Ciudad Bolívar,9,79,COP
2018-08-01T13:34:57Z,Kebonagung,2,00,IDR
2020-12-23T11:55:30Z,Lijia,8,73,CNY
2015-04-10T08:02:31Z,Hingatungan,3,65,PHP
2015-10-08T12:29:17Z,Tiznit,8,73,MAD
2019-03-29T14:36:27Z,Dulangan,8,44,PHP
2018-02-27T05:20:13Z,Cholpon-Ata,6,93,KGS
2015-04-24T00:09:24Z,Taiyanghe,3,44,CNY
2019-03-30T18:12:07Z,Providencia,9,75,MXN
2018-08-14T12:11:56Z,Salto de Pirapora,4,16,BRL
2018-12-30T13:05:02Z,Lynchburg,7,59,USD
2016-10-30T19:55:05Z,Bokor,2,49,IDR
2017-01-07T06:07:12Z,Pinheiro,2,98,EUR
2016-11-24T04:00:12Z,Fatumnasi,6,64,IDR
2017-03-08T23:43:53Z,Zaragoza,1,70,MXN
2019-07-28T20:41:00Z,Birštonas,6,13,LTL
2015-02-15T12:31:26Z,Pécs,5,52,HUF
2017-06-10T13:34:27Z,Medalem,9,53,IDR
2016-05-29T14:42:39Z,Cinyawar,1,56,IDR
2014-10-11T02:51:33Z,Skutskär,9,18,SEK
